title,content,url
Fair weekend weather seen in most of PH Pagasa,"MANILA, Philippines Fair weather is seen in most parts of the country nationwide over the weekend, the state weather bureau said on Friday. Lets expect this coming weekend generally fair weather in most parts of our country, said Obet Badrina, a specialist of the Philippine Atmospheric, Geophysical and Astronomical Services Administration during a public weather forecast. Badrina also predicts that warm weather is likely in huge parts of southern Luzon, the entire Visayas, and most parts of Mindanao. The warm weather comes as the northeast monsoon, or amihan, continues to weaken, only affecting parts of Northern Luzon. Nevertheless, rains are likely in parts of Visayas and Mindanao. Cloudy skies with scattered rains and thunderstorms are expected in the entire Mindanao along with Northern Samar, Eastern Samar, and Southern Leyte due to the easterlies or the warm winds coming from the Pacific Ocean. On the other hand, partly cloudy to cloudy skies with only isolated light rains are seen in Cagayan Valley, Ilocos Region, Cordillera Administrative Region, and Central Luzon due to amihan. Easterlies will also prevail in Metro Manila and the rest of the country, along with partly cloudy to cloudy skies only with isolated rain showers or thunderstorms. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2038988/fair-weekend-weather-seen-in-most-of-ph-pagasa
"Rushing to impeach VP Duterte? Study, do better Escudero","MANILA, Philippines Senate President Francis Chiz Escudero has offered a bit of unsolicited advice for those who are eager to rush the impeachment case against Vice President Sara Duterte: Study and do better. Several sectors, including the House prosecutors, have been prodding the Senate leadership to convene the chamber as an impeachment court and try the case against Duterte even during the Congress break. Sa mga nagmamadali, ang payo ko na lang siguroy mag-aral na lang muna sila siguro at galingan dahil pagka nagsimula ito, baka mamaya, dun sila hihingi ng oras at kung anu-anong arte, Escudero said in a Radyo 630 interview on Friday. Sa haba ng panahon, wala na silang dahilan na hindi maging handa pag nagsimula ang paglilitis, he added. Escudero is proposing to start the impeachment trial on July 30, 2025 , with the new set of senators sitting as judges. The House of Representatives impeached Duterte on February 5 and immediately transmitted the Articles of Impeachment to the Senate for trial. But Escudero noted that the transmittal to the Senate was made just two hours before the Senate ended its session. He has repeatedly explained that the Senate can only convene as an impeachment court when Congress is in session. Other lawmakers, however, argued the Senate could still convene as an impeachment court even during the break, as the Constitution specifically states that the trial shall forthwith proceed. Senate Minority Aquilino Koko Pimentel even raised the possibility of the upper chamber convening as an impeachment court on its own, without requesting a special session from President Ferdinand Bongbong Marcos. Escudero disagreed with Pimentel. The court needs to convene in an open session, the Senate leader stressed during last weeks press conference in Quezon City. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . The impeachment complaint needs to be referred in an open session. The senators need to take an oath as judges in an open session, he pointed out.",https://newsinfo.inquirer.net/2039014/escudero-tells-persons-rushing-to-impeach-vp-duterte-study-do-better
Cop hurt during ops vs illegal drag racing in Manila,"MANILA, Philippines A police officer was injured during an operation that resulted in the arrest of five suspects allegedly involved in illegal drag racing in Manila on Tuesday, according to police. In a report on Wednesday, the Manila Police District said Patrolman Rowell Christian Hernandez along with other police officers responded to a concerned citizens tip about an ongoing illegal drag race along the service road on Roxas Boulevard near the corner of Paseo Del Carmen Street in Barangay 699, Malate. MPD said the responding officers saw and observed a group of suspects engaged in a high-speed racing challenge after arriving at the location. READ: Bulacan cop, 2 suspects hurt in P5.4-M drug sting The responding personnel approached and flagged them down but when the suspects sensed the presence of responding personnel, they immediately scattered in different directions, police disclosed. One of the unnamed suspects was cornered by Hernandez but instead of surrendering, the former ran over the police officer with his motorcycle. The suspect then tried to flee but ended up crashing his motorcycle into a nearby pavement. MPD said all suspects were arrested and are now facing several complaints that include frustrated murder, serious resistance and disobedience to a person of authority as well as alarm and scandal. The police officer, meanwhile, was admitted to the Chinese General Hospital after seeking medical attention. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2038331/cop-hurt-during-ops-vs-illegal-drag-racing-in-manila
Task force to be set up for long-term safety of Kanlaon residents,"MANILA, Philippines President Ferdinand Marcos Jr. on Tuesday vowed to implement long-term plans to ensure the safety of residents near Kanlaon Volcano in Negros Island, which remains under alert level 3 or intensified unrest or magmatic unrest. This will be done by organizing a National Task Force on Kanlaon, which will be headed by the Office of Civil Defense under the Department of National Defense, the Presidential Communications Office said in a statement. In a sectoral meeting, Marcos said the plan includes identifying safe evacuation sites and establishing permanent relocation areas for the residents. READ: OCD: Permanent Kanlaon evacuation sites to cost P1 billion He also stressed the need to move people out of danger zones and build large evacuation centers. Thats the one item we have to decide [on] the location of the evacuation centers. Once again, lets coordinate very closely with the local governments, he said, as quoted in the statement. They already have some proposals. Tingnan lang natin kung talagang its scientifically correct in terms of the choice And then [lets see] how we regulate the rebuilding in the different towns, he added. Marcos also told agencies to continue supporting affected localities through good coordination between the national and local governments. The state seismologist said seven volcanic earthquakes were recorded from Kanlaon Volcano from 12 a.m. on March 3 to 12 a.m. on March 4. It has also released 2,312 tons of sulfur dioxide, while the volcanos edifice remains inflated. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2040373/natl-task-force-to-be-set-up-for-the-long-term-safety-of-kanlaon-residents
"Cheap rice sold to elderlies, PWDs, poor in Tacloban City","TACLOBAN CITY The government helped sell 1,500 bags of cheap rice to senior citizens, persons with disabilities , and beneficiaries of the Pantawid Pamilyang Pilipino Program during the two-day Kadiwa ng Pangulo that ended here on Friday, Feb. 28. The rice was sold atP29 per kilogram in Plaza Rizal. This is in compliance with the mandate of the President to sell rice at P29 per kilogram. But this is for the so-called vulnerable sector only, said Romelo Anade, city agriculture officer. According to Anade, senior citizens, PWDs, and 4Ps beneficiaries only needed to present their identification cards for them to buy at least 10 kilograms of cheap rice. Those who do not belong to the identified vulnerable sectors can still buy rice at the Kadiwa though at P45 per kilogram, he added. For the rice sold at P45 per kilogram, about 2,500 sacks were available during the Kadiwa ng Pangulo. Lowering the price of rice is one of the campaign promises of President Ferdinand Marcos Jr. All the rice sold at the Kadiwa was sourced from local farmers, and seven farmers groups joined the activity, according to Anade. We are also helping our local farmers in this activity, he added. Anade also said they envisioned a place where not only rice would be sold at lower prices but also vegetables and fish. Eddie Misay, a PWD, said he was happy that basic commodities, particularly rice, were sold at a lower price during the Kadiwa ng Pangulo. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . We cant almost afford the prices of our basic commodities. Hope this will be done regularly, he said.",https://newsinfo.inquirer.net/2039093/govt-sells-cheap-rice-to-elderlies-pwds-poor-in-tacloban-city
"INQToday: Rushing to impeach VP Duterte? Study, do better Escudero","Heres a quick roundup of todays top stories: Senate President Francis Chiz Escudero has offered a bit of unsolicited advice for those who are eager to rush the impeachment case against Vice President Sara Duterte: Study and do better. Several sectors, including the House prosecutors, have been prodding the Senate leadership to convene the chamber as an impeachment court and try the case against Duterte even during the Congress break. Pope Franciss condition was continuing to improve, the Vatican said Thursday, as the 88-year-old pontiff marked two weeks in hospital with pneumonia in both lungs. The clinical conditions of the Holy Father are confirmed to be improving today also, said the Vatican in an evening bulletin on the popes health. The North Luzon Expressway will implement a toll increase starting Sunday, March 2, according to the Toll Regulatory Board . According to the TRB on Thursday, motorists will pay an additional P5 for Class 1 vehicles ; P13 for Class 2 ; and P15 for Class 3 at the open system A portion of the newly retrofitted Cabagan-Santa Maria Bridge in Isabela province collapsed on Thursday night , authorities said. Four cars were initially reported damaged after falling into the Cagayan River due to the bridges collapse. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2039041/inqtoday-rushing-to-impeach-vp-duterte-study-do-better-escudero
Alleged leader of motorcycle theft syndicate nabbed in Malabon,"MANILA, Philippines Authorities arrested the alleged leader of a motorcycle theft syndicate in Malabon City, according to the National Capital Region Police Office . In the NCRPOs report on Wednesday, the case stemmed from when one of their victims saw their stolen motorcycle on an online selling platform, alerting authorities who then set up an entrapment operation. Police did not say when the motorcycle was stolen, but the transaction with the poseur-buyer took place on Tuesday in Barangay Panghulo, Malabon City. When the victim confirmed the stolen motorcycle was his, authorities arrested the suspect. Three of the suspects accomplices remain at large, the NCRPO added. READ: NCRPO nabs ex-cop, 2 others for allegedly selling stolen motorcycles Police recovered one motorcycle with a falsified plate number and another motorcycle with a tampered motor vehicle file and chassis number from the suspect. Authorities also confiscated an original and replacement motorcycle remote, which police suspected was used to illegally access and resell stolen motorcycles. READ: Man nabbed in QC for trying to sell stolen motorcycle online Further, a falsified unified multi-purpose identification card and a photocopy of a drivers license with altered details were also recovered. The suspect faces charges for carnapping, resistance and disobedience, and use of falsified documents. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . These criminals thrive in secrecy, but with your vigilance and cooperation, we can take them off the streets. If you have any leads, report them now. Together, we will make Metro Manila safer, NCRPO Director Brig. Gen. Anthony Aberin said in a statement.",https://newsinfo.inquirer.net/2038341/alleged-leader-of-motorcycle-theft-syndicate-nabbed-in-malabon
BIs Advanced Passenger Information System set to launch in March,"MANILA, Philippines The Bureau of Immigrations Advanced Passenger Information System is set to be operational by March, Immigration Commissioner Joel Viado announced on Thursday. The information gathered from the APIS will help the BI stop a possible offender from entering the Philippines based on their records, said Viado in a public briefing. By March 20 magkakaroon na po kami ng paglagda ng agreement with the United Nations for what we call the goTravel Yan po yung Advanced Passenger Information System Makukuha namin in advanced ang impormasyon hango doon sa manipesto ng eroplano, kung isang tao po o foreigner ay dapat pong pumasok dito sa Pilipinas o hindi po nararapat na pumasok dahil isa po siyang fugitive o subject ng notices sa international police, Viado sais at the Bagong Pilipinas Ngayon. Moreover, Viado said that the bureau aims to improve their intelligence gathering through open sources. READ: BI expects full implementation of advanced passenger info system by 2022 GoTravel is a software by the United Nations that consists of data collection, analysis, and dissemination of passenger information to be utilized by law enforcement. It was developed under the UNs Countering Terrorist Travel Program, which includes the mandatory use of APIS by its member states. The adoption of the APIS has been ordered since December 2020, during the Duterte administration, and was initially meant to be fully implemented by 2022. Keith Irish Margareth Clores, INQUIRER.net intern Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2038774/bis-advanced-passenger-information-system-set-to-launch-in-march
"Camille Villar: Our senior citizens deserve our love, respect","MANILA, Philippines With the implementation of the Expanded Centenarians Act of 2024 in full swing, senatorial candidate Camille Villar lauded the administrations move to prioritize the welfare of our senior citizens. Its about time we put to work the law providing additional benefits for our lolos and lolas, our senior citizens. They deserve the best, she said, adding she follows by heart the Filipinos tradition to continue to provide care, love and respect our senior citizens. Now, that they have reached their sunset years, we must let them know how much we care for them and ease their some of their financial burdens. Under the law, senior citizens get P10,000 cash benefits once they reach 80 years old and every five years thereafter up to 95. They get a sum of P100,000 upon reaching their 100th birthday. Villar issued the statement after President Marcos led the inaugural distribution of cash gifts to the qualified beneficiaries of the Expanded Centenarians Act of 2024 at the Heroes Hall in Malacaan Palace on Wednesday . Villar, who is running for the Senate in the 2025 midterm polls, vowed to continue pushing for measures that will help senior citizens. She had previously expressed support for the Expanded Centenarians Act of 2024. She also supported the Rationalization of Disability Pension for Veterans , which increases the monthly pension for veterans and their beneficiaries, ensuring their continued support as a recognition of their service to the nation. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2038820/camille-villar-our-senior-citizens-deserve-our-love-respect
"Kiko Pangilinan: Fight for good governance, food security to honor Edsa","MANILA, Philippines Former senator Francis Kiko Pangilinan on Tuesday enjoined Filipinos to fight for good governance, food security, truth, and justice to honor the 1986 People Power Revolution that toppled the Marcos dictatorship. Huwag nating hayaang masayang ang mga sakripisyo ng nakaraan, Pangilinan said in a statement on Tuesday, the 39th anniversary of the popular uprising on Epifanio Delos Santos Avenue . Igalang natin ang Edsa sa pamamagitan ng pagtitiyak na walang Pilipinong maiiwan sa pamamagitan ng pagsulong ng mabuting pamamahala, paglaban para sa seguridad sa pagkain, at pagtindig para sa katotohanan at katarungan, he added. Pangilinan is seeking another Senate term in the 2025 elections this May. Hindi nagtapos ang laban para sa demokrasya noong 1986. Bawat henerasyon ay may sariling hamon, Pangilinan said. Ngayon, ang laban natin ay tiyakin na ang demokrasya ay nagbibigay ng tunay na pagbabago, hindi lamang kalayaan mula sa pang-aapi kundi kalayaan mula sa gutom, sa kahirapan, at sa kawalan ng pag-asa, Pangilinan added. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2037931/fwd-pangilinan-fight-for-good-governance-food-security-to-honor-edsa
"SC to House, Senate: Respond to VP Sara Duterte petition vs impeachment","MANILA, Philippines The Supreme Court gave the House of Representatives and the Senate 10 days to respond to the petition of Vice President Sara Duterte that challenges the validity and constitutionality of the 4th impeachment complaint that was eventually transmitted to the Senate for trial. The SC required respondents House of Representatives, its Secretary General Reginald S. Velasco, and the Senate to comment on the petition within a non-extendible period of 10 days from notice, SC Spokesperson Atty. Camille Sue Mae Ting said in a press conference. The petition which was filed onDutertes behalf by the Fortun, Narvasa and Salazar Law firm. The petition seeks judicial intervention to uphold due process and raise serious legal and constitutional concerns. The petition said the House of Representatives circumvented the one-year bar by ordering its Secretary-General to allegedly give them more time to file the Fourth Impeachment Complaint, despite the fact that three prior separate impeachment complaints had been filed on December 2, 2024, December 4, 2024, and December 19, 2024, respectively. the 36-page petition said. By directing the respondent House Secretary-General to freeze the first three impeachment complaints to make way for the fourth impeachment complaint, which was filed a month or two after, the House of Representatives committed grave abuse of discretion amounting to lack of excess of jurisdiction by circumventing and violating the One- Year Bar set by no less than the 1987 Constitution, it added. The fourth impeachment complaint was transmitted to the Senate after 215 members of the House endorsed it, while the three other impeachment complaints filed earlier had not been transmitted to the Office of the Speaker or taken up by a House committee and were later archived. Dutertes petition is separate from the petition filed by a group of Davao City-based lawyers led by Israelito Torreon and former Land Transportation Franchising and Regulatory Board chairperson Martin Delgra III. The Court is still studying whether these cases should be consolidated. But as of now, no action, Ting said. That is okay. It turned out that VP Sara filed her own petition a day ahead of our petition, hence, it is but natural that her petition would be first acted by the SC than our petition, said Torreon. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2037952/sc-on-impeachment
Drug trader nabbed for P1.7-M worth of shabu in Pampanga,"MABALACAT CITY, PampangaAuthorities arrested a suspected drug pusher who allegedly possessed P1,734,000 worth of shabu during a buy-bust operation in Sto. Tomas, Pampanga, on Tuesday, Feb. 25. In a statement on Wednesday, the Pampanga police said the suspect allegedly sold a sachet of shabu to an undercover operative in San Vicente village. After the suspects arrest, officers reportedly confiscated at least 255 grams of suspected shabu. READ: Cops seize shabu worth P1.6-M, gun in Quezon, Rizal operations Police also seized the suspects mobile phone and impounded the motorcycle he was riding as evidence. It was revealed that the poseur-buyer initially contacted the suspect via phone to arrange the transaction. Meanwhile, in nearby Bamban, Tarlac, police arrested a 49-year-old man on Feb. 23 for possessing a firearm with live ammunition without the necessary documents. According to Tarlac police, an Armscor 1911 caliber .45 pistol with a magazine loaded with eight live bullets was found inside the suspects residence in Anupul village. Judge Sarah Vedaa-Delos Santos of the Capas Regional Trial Court Branch 109 issued a search warrant against the suspect for violating the Comprehensive Firearms and Ammunition Regulation Act. INQ Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2038351/drug-trader-nabbed-for-p1-7-m-worth-of-shabu-in-pampanga
"P1.26-M illegal petroleum products seized, 1 nabbed in Oriental Mindoro","MANILA, Philippines Authorities confiscated illegal petroleum products worth P1.26 million in Oriental Mindoro province, arresting one individual, the Criminal Investigation and Detection Group announced. In a report on Wednesday, the CIDG said it arrested Rommel and confiscated 21,000 liters of diesel petroleum products on Feb. 21 evening in Barangay Del Pilar in Naujan town. READ: 26 nabbed; over P13 million worth of oil products seized in Batangas The suspect was distributing and trading the petroleum products without authority from the Department of Energy, the police said. READ: CIDG: P25-M illegal LPG equipment seized in Caloocan, 8 arrested Rommel faces charges before the National Prosecution Service for violating petroleum product regulations in Batasang Pambansa No. 33 and Presidential Decree No. 1865. [I]t is the policy of the State to institutionalize as a national way of life energy conservation, geared towards the judicious and efficient use of energy, in order to enhance availability of energy supplies required to support economic, social and developmental goals, the CIDG said in a statement. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2038414/p1-26-m-illegal-petroleum-products-seized-1-nabbed-in-oriental-mindoro
Escudero: Most senators oppose caucus for VP Duterte impeachment trial,"MANILA, Philippines Most senators are not in favor of a caucus, Senate President Chiz Escudero disclosed on Thursday, adding that no all-member caucus for the discussion of the impeachment trial against Vice President Sara Duterte will be held during break. In a press conference on Thursday, Escudero was asked if the Senate leadership is still eyeing to conduct a caucus while Congress session is in recess. READ: Impeachment clerk of court readies for tough grind in VP Duterte trial Not at this time, no, Escudero immediately responded. Without giving further details, the Senate chief said he is scheduled to meet with Senate Minority Leader Koko Pimentel on Friday just to have coffee. According to Escudero, he consulted somesenators and asked whether or not they favored the conduct of such. Tinanong ko ang iba eh. Hindi rin naman nila gusto at busy din eh. How can it be an all senators caucus when most are travelling and some are abroad? Some are not available, and some are not interested. And as Ive said, kahit anong gawin namin, hanggat walang sesyon, wala naman kaming masisimulan, he added. Senate Minority Leader Koko Pimentel earlier appealed to Escudero, asking the latter to call for an all-member caucus and determine, once and for all, the consensus of senators about the timeline of the impeachment proceedings against Duterte. Caucus muna. Then pakinggan nila ako, then kung talagang ayaw nila, aminin namin sa taumbayan na ayaw nila. Kasi if this is really a political question and therefore this is a legitimate political issue for the people, said Pimentel then. The minority leader believes the Senate is ready and capable of commencing the impeachment process against Duterte as early as March. But Escudero had already made clear that the impeachment trial against Duterte will only commence after President Bongbong Marcos fourth State of the Nation Address in July. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . A quick look at the proposed calendar of the impeachment trial would show that the chamber is eyeing to begin the actual judicial proceeding by July 30.",https://newsinfo.inquirer.net/2038699/escudero-most-senators-oppose-caucus-for-sara-duterte-impeachment-trial
"8 dead, 1 injured in fire in a Quezon City residential area","MANILA, Philippines Eight people died, and one was injured in a fire that broke out Thursday morning in Barangay San Isidro, Quezon City, according to the Bureau of Fire Protection . In a bulletin released at 11:03 a.m., the BFP said the blaze, which struck a three-storey residential building owned by Ruth Capili, reached the first alarm at 2:02 a.m. Firefighters declared the blaze under control at 2:26 a.m. It was fully extinguished by 2:48 a.m. While the BFP did not disclose the identities of the fatalities, it provided their ages and sexes: READ: Fire breaks out in Makati City residential area Meanwhile, 36-year-old Jophel Samosa sustained a laceration on his left elbow and received treatment from the BFP Emergency Medical Services. The fire caused an estimated P3.6 million in damage, the BFP reported. However, authorities have yet to determine the cause of the blaze. A total of 24 fire trucks and three ambulance units responded to the incident. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2038631/8-dead-1-injured-in-fire-in-a-quezon-city-residential-area
"2 high-value drug traffickers yield P754,000 shabu in Lucena City","LUCENA CITY Police anti-narcotics operatives in this city arrested a drug trafficker and her companion during a buy-bust operation early Monday, seizing more than P754,000 worth of shabu , authorities said. Lt. Col. Dennis de Guzman, Lucena City police chief, reported that police apprehended the suspects, identified by their aliases as Velay, 21, and Kervin, 26, at 1:15 a.m. after they sold P1,000 worth of shabu to an undercover buyer in Barangay Ibabang Iyam. The duo was found in possession of five plastic sachets of meth weighing 37 grams, valued at about P251,600 based on the Dangerous Drugs Boards assessment. At the prevailing street price of P20,400 per gram, the confiscated illegal substance is estimated to be worth P754,800. The report identified Velay and Kervin as high-value individuals in the illegal drug trade. The HVI designation applies to financiers, traffickers, manufacturers, and importers of illegal drugs, as well as leaders or members of drug syndicates. Lucena police are conducting further investigations to identify the source of the illegal drugs. The suspects are detained and face charges of violating the Comprehensive Dangerous Drugs Act of 2002. INQ READ: Cops nab new player in Lucena drug trade Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2037552/2-high-value-drug-traffickers-yield-p754000-shabu-in-lucena-city
Remembering Padre Rudy Romano on 39th EDSA anniversary,"MANILA, Philippines This year marks the 39th anniversary of the Edsa People Power Revolutionbut for the Redemptorist brothers, it also marks 39 years since the abduction and disappearance of their comrade, Padre Rudy Romano. For nearly four decades, the memory of Padre Rudy Romano, a Redemptorist priest from Cebu, has remained a powerful symbol of resistance against the regime of then-President Ferdinand E. Marcos Sr. His story is one of courage, faith, and an unwavering commitment to human rightsa story that continues to resonate amid todays debates about the legacy of the EDSA People Power Revolution. Si Padre Rudy Romano ay isa sa mga pari ng mga Redemptorist sa Cebu, and hes one of the organizers [of community and religious activities] doon sa Cebu, Brother Zebaztian Ranches of the Redemptorist Seminary told INQUIRER.net on Tuesday. Noon po ay papunta po siya ng misa, tapos bigla po siyang dinukot at bigla po siyang nawala. At hindi na po siya nakita noong panahon po ng diktadurya, he narrated. Several records and archives say Romano disappeared on July 11, 1985. Romano served as the chairperson of the Visayas Ecumenical Movement for Justice and Peace, tirelessly advocating for social justice during the Martial Law era, according to Ranches. His work often placed him in danger, as he championed the rights of the poor and marginalized under a regime known for its human rights abuses, Ranches added. Sila po yung nag-work for social justice and peace from that time po ng Martial Law or mga diktadurya, Ranches shared. The 1986 Edsa People Power Revolution, which ousted the Marcos regime, was seen as a victory for democracy and justicevalues that Romano fought for. Ranches, however, expressed concern over the current administrations treatment of Edsas legacy, particularly its designation as a special working holidaya move critics say diminishes its significance. Parang tinatanggal nila sa isip natin na may Edsa People Power, Ranches said. Iniiba yung parang parang tinatanggal sa isip natin iniinstill sa kaisipan natin na walang nangyaring People Power noong February 25, he underscored. Despite this, the Redemptorist congregation remains steadfast in continuing Romanos mission. Ranches said their efforts include engaging with impoverished communities and amplifying the voices of those they encounter in mission areas like San Roque, Quezon City. Nag-rarally na po talaga kami. Isa ito sa mga steps namin bilang mga misyonero, na pupunta sa mga mahihirap na lugar isigaw yung mga panawagan ng mga nakakasalamuha naming tao sa mission area na pinupuntahan, he said. For Ranches, the tactics to discredit Edsa and rewrite history are ultimately ineffective. He pointed to the presence of students and citizens who continue to commemorate the revolution and defend its ideals. Kita po naman natin na marami pa ring tao, marami pa ring estudyanteng lumalaban, he said. Pati nga po ang PUP na hindi na nag-announce na walang klase ay nandito. Kaya hindi po effective yung mga tactics nila dahil nandito pa rin ang tao ang lumalaban sa Edsa, the Redemptorist brother added. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . As the nation reflects on the 39th anniversary of Edsa, the legacy of Padre Rudy Romano endures; not just as a martyr of martial law but as a reminder of the enduring fight for truth, justice, and freedom.",https://newsinfo.inquirer.net/2037983/remembering-padre-rudy-romano-redemptorist-congregation-keeps-his-spirit-alive-through-edsa-commemoration
Rain expected in many parts of PH on Feb. 24,"MANILA, Philippines Several parts of the country will see overcast skies and rain showers on Monday due to the easterlies, according to the Philippine Atmospheric, Geophysical, and Astronomical Services Administration . In a morning weathercast, Pagasa weather specialist Rhea Torres said Eastern Visayas, Central Visayas, Negros Island Region, Caraga, Sorsogon, Masbate, Capiz, Iloilo, Davao Oriental, Davao de Oro, and parts of Bicol Region would see cloudy skies with scattered rain showers and thunderstorms due to the easterlies. We are seeing clouds approaching the land. These are due to the easterlies or warm winds coming from the Pacific Ocean, he explained in Filipino. Due to the easterlies, a large part of Visayas, as well as the eastern sections of Mindanao and some parts of the Bicol Region, may experience rainy weather, he added. Torres warned residents in affected areas of possible flash floods or landslides due to moderate to heavy rains. Meanwhile, Cagayan Valley, Cordillera Administrative Region, and Aurora will also experience cloudy skies with light rains due to the northeast monsoon or amihan. READ: Pagasa: PH remains under La Nia alert Metro Manila, Ilocos Region, the rest of Central Luzon, and Calabarzon will see partly cloudy to cloudy skies with isolated light rains, also due to the northeast monsoon. The rest of the country will see partly cloudy to cloudy skies with isolated rain showers or thunderstorms due to the easterlies. In the coming days, we expect the northeast monsoons effects to intensify slightly, bringing light rains to the eastern part of the Luzon area for the next two days, Torres said. READ: La Nia arrives in Singapore but may not have cooling effect No low-pressure area or weather disturbance is currently being monitored inside or outside the Philippine area of responsibility, she added. Pagasa also provided the following temperature ranges for major cities on Monday: A gale warning was also raised over the northern and western seaboards of Northern Luzon on Monday, Torres said. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . Waves may reach up to five meters high, making it dangerous to set sail, especially for those with small sea vessels, she added.",https://newsinfo.inquirer.net/2037485/rain-expected-in-many-parts-of-ph-on-feb-24
Napolcom personnel nabbed in Camp Crame for alleged estafa,"MANILA, Philippines The Philippine National Police has arrested a logistics personnel of the National Police Commission Central Office for alleged estafa. According to a report of the Criminal Investigation and Detection Group released on Tuesday, the suspect was arrested after a former police major alleged that the latter offered to favorably influence his case before Napolcom in exchange for P20,000. The CIDG identified the suspect only as Noel whom they arrested with the help of the Integrity Monitoring and Enforcement Group inside Camp Crame at 1:10 p.m. on Monday. The suspect faces charges of estafa and violations of the Anti-Graft and Corrupt Practices Act and the Code of Conduct and Ethical Standards for Public Officials and Employees before the National Prosecution Service. READ: CIDG nabs woman for alleged estafa in Pasig City Tapos na ang maliligayang araw ng mga corrupt . The arrest of one of our employees for soliciting bribe money is a clear violation of our mandate to uphold integrity and justice, Napolcom Commissioner Ralph Calinisan said in a Facebook post on Monday afternoon. According to Calinisan, the suspect was also involved in another complaint along with five other Napolcom employees and two more individuals. Napolcom will open an administrative investigation against the suspect and the seven others, Calinisan added. READ: AWOL cop arrested in Cavite for estafa It is a policy of the Philippine government, in line with the principle that a public office is a public trust, to repress certain acts of public officers and private persons alike which constitute graft or corrupt practices or which may lead thereto, CIDG Director Brig. Gen. Nicolas Torre said in a statement. The arrest of Noel is a warning to all violators performing corrupt practices inside the government offices that the CIDG is watching you and will catch you anytime soon, Torre added. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2037899/napolcom-personnel-nabbed-in-camp-crame-for-alleged-estafa
Marcos evaluating need for Cabinet leadership change Palace,"MANILA, Philippines President Ferdinand Marcos Jr. is evaluating the need for a change of leadership in his Cabinet, the Palace said on Tuesday. Palace Press Officer Claire Castro made the pronouncement during a Palace press conference amid rumors of changes in government posts, particularly the Cabinet. The President is still evaluating if theres a need for a change of leaders in each department. So, we are not there yet; everything is under evaluation, she said. Among those whose status was asked included Information and Communications Technology Secretary Ivan Uy, but Castro said the Presidential Communications Office has yet to receive any information regarding this. If there are going to be reassignments, perhaps all of us are under evaluation, she added. In the past few weeks, PCO Secretary Jay Ruiz replaced acting chief Cesar Chavez, while Transportation Secretary Vince Dizon replaced Jaime Bautista. READ: Vince Dizon takes oath as DOTr chief Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2037904/marcos-evaluating-need-for-cabinet-leadership-change-palace
