title,content,thumb_title,page_number
UKRAINE: Trump Moves One Step Closer To Keeping That Peace Deal Promise,"Despite what the kinetic side of the conflict might tell us, it looks like Trump finally has prep for the peace negotiations back on track.
Anyone looking at the war reports in the Ukraine/Russia conflict will see they are still trading punches. That’s PART of the story, but not the whole story. Opportunities for peace — however unlikely they might seem to the casual observer, are budding like the first crocus of spring.
Most media types failed to understand the real reason Zelensky’s failed Oval Office visit bothered Trump so much. They chalked it up to ego and personality, when their ‘yass Queen’ hero Zelensky told the big bad Orange bully to pound sand right in his own house.
That wasn’t even CLOSE to what was eating at Trump. He has one goal and one goal only: use the tools at his disposal to keep the Ukraine conflict from spiraling out of control to become the next Archduke Ferdinand scenario, dragging the entire world into a nuclear-enabled Great Powers free-for-all.
We know that’s Trump’s concern. How do we know it? Because he keeps talking about how important it is that we avert WWIII. This is, in all probability, an even higher priority to him than any one preferred resolution of the current conflict.
Trump and Zelensky were SUPPOSED to come out of that meeting as the united voice calling for a path to peace, so that America’s energies could be spent on bringing Putin to the negotiating table.
The fact that Trump has done some very public arm-twisting policy announcements affecting both Zelensky AND Putin has shown that his first loyalty is not to one side or the other, so much as a path forward to peace.
With US military support on hold until Trump is convinced Zelensky is willing to negotiate peace in good faith, it wasn’t very long before Ukraine realized this isn’t a fight they can win without America in their corner.
That was the old story. Now, we’re turning the page to open up new possiblities.
Zelensky has not only sent a written letter of apology for how things played out in the Oval Office (a mistake many still lay at the feet of Democrats who had been quietly urging him to be hostile to Trump), but he has shown himself open to a period of ceasefire while negotiators from both sides look for some kind of an off-ramp from the conflict.
After the fallout and reconciliation, Ukrainian diplomats signaled their willingness to agree to a 30-day preliminary ceasefire with Russia as part of their negotiations with American officials in Saudi Arabia on Tuesday.

“Ukraine expressed readiness to accept the U.S. proposal to enact an immediate, interim 30-day ceasefire, which can be extended by mutual agreement of the parties, and which is subject to acceptance and concurrent implementation by the Russian Federation,” the U.S. State Department said in a joint statement with Ukrainian officials.

After the negotiations, Secretary of State Marco Rubio called the effort a “concrete step” from Ukraine and expressed “hope that the Russians will reciprocate.” “We hope that they’ll say yes, that they’ll say yes to peace. The ball is now in their court,” Rubio said.–
For anyone with the kind of Pollyanna thinking that Russia will just agree go back to pre-war borders, the burden of proof is on them to show how a plan like that would possibly be enforced short of America putting boots on the ground to personally drive Russia out of the land they now occupy.
But a combination of carrots and sticks, including relaxing some of the punitive trade sanctions that have been in place, might help Russian leaders agree to some kind of a middle ground.
With the kind of out-of-the-box thinking that has guided Trump’s foreign policy thus far, who knows what might come out of it? We might even end up entertaining a creative solution that nobody has been talking about yet, like he did when he mentioned the minerals deal as a way to tie US interests to the region without ramping up the Russian anxieties that claim to see the forward march of NATO as an encroaching empire.",,2
"Commerce Secretary Mocks Wannabe Tough Guy From America’s Hat, ‘Trump Broke Him’ … With A Tweet","For all of five minutes, the leader of one Canadian province decided to talk tough. It did NOT work out how he had expected.
Even Western Canada does not respect the leaders of Ontario, or Quebec… let alone the three-passport-owning Bank of England WEF influencer who took over from from Tinpot Trudeau just a few days ago.
What could possibly have him think that TRUMP was going to quake in his boots at an empty threat from some no-account quisling ‘conservative’? Doug is a ‘brave’ premier (think: ‘governor’) who immediately hid behind the skirts of the newly-minted Liberal Prime Minister.
It went about as well as could be expected… so embarrassing that both Trump and his Commerce Secretary were talking about it.
First — Commerce Secretary Howard Lutnick put the curb-stomping the political under-manager from America’s Hat in its proper perspective… on CBS no less:
Commerce Secretary Howard Lutnick on Doug Ford:
“[Trump] needed to break some guy in Ontario who said he was going to tax American energy… and breaks him, breaks him… by a tweet!”
— Ezra Levant 🍁🚛 (@ezralevant) 
 
“He needed to.break some guy in Ontario who said he was going to tax American energy 25%. The President of the United States, in the White House says ‘oh no you won’t’ and breaks him… breaks him. In what? By a tweet. By a truth.”
This isn’t the first time he’s dealt with another country’s policy in a timeline measured with a clock instead of a calendar. Smart money says it won’t be the last time, either.",,2
BILL WHITTLE: Journos And Their ‘Trumpcession’ Narrative Get Absolutely DRAGGED,"After 4 years of journos moving the goalposts to deceive us about the real state of his economy… they are rushing to ‘return to norms’ to rig the game against Trump.
Remember how we were told not to believe everything we were told about inflation and recessions during the Biden years…? How only policy wonks and DC politicians cared or even knew what the inflation levels are?
Blast from the past:
Now that Trump is in the White House, journos can hardly wait to look for ways to pin a bad economy on him. They’ve even coined the word ‘Trumpcession’.
Bill Whittle and his team peeled back the onion layers to reveal just how empty a claim that is… and one big reason they’re MORE than welcome to play that game even if the economy DOES falter under the first year or two of Trump’s policies. (From the 
🙂
Trump himself is pretty open about the possibility that the economy having to take a step back to readjust from the artificial sugar high that profligate government spending and bogus federal reporting on jobs and the economy have set us up for… but what of it?
This is like the guy who realizes his lifestyle carelessness has him up 36 pounds since last summer realizing he’s gotta make some uncomfortable changes in his diet and lifestyle if he wants to hit the beach this summer without embarrassing himself. If thirty-six pounds will take some work to shed… what do you think thirty-six trillion in debt would look like? Or even the couple of trillion the annual — ANNUAL — deficit has ballooned to under Biden?
But the good news is… if you make the necessary changes, the results will come. We’ve already got some positive signs…. as you can see here:
HASSETT: ""The economic news we've been seeing is really wonderful. It's way above expectations of economists… 10,000 manufacturing jobs, 9,000 auto jobs… The lowest core inflation in four years. You can see that President Trump's policies are working."" 
— Rapid Response 47 (@RapidResponse47)",,2
WINNING: Zeldin Makes The BIGGEST Deregulation Announcement In US History… With 31 Specific Actions,"The red tape that has been choking the life out of the economy is about to feel the bite of the Trump chainsaw. Included in these cuts: the ‘holy grail’ of the Climate Change Religion.
‘The Death Of The Green New Scam is Upon Us’
The DEATH of the Green New Scam is upon us! 
— Lee Zeldin (@epaleezeldin) 
 
Given a choice between elevating that ‘holy grail’ and the US Constitution… Lee Zeldin has chosen the Constitution. 
Here he is giving a 2-minute summary of the EPA’s next steps.
🚨BREAKING: 
 is initiating 31 historic actions to Power the Great American Comeback in the greatest day of deregulation in American history!
Our actions will unleash energy dominance, lower costs for Americans, strengthen the U.S. auto industry, and protect our environment. 
— Lee Zeldin (@epaleezeldin) 
 
The opening lines are a window into just how big this vision of eliminating regulations could really be:
“The EPA is initiating 31 historic actions to fulfil Trump’s promise to unleash energy, revitalize our auto industry, restore the rule of law and give power back to the states.”
As for the ‘Climate Change Holy Grail’ he’s sending to the scrapheap of history? It was Obama’s secret weapon to force-feed his climate change agenda down America’s throats… by calling carbon a ‘pollutant’.
I’ve been told that reconsidering the 2009 Endangerment Finding would be viewed as an attack on the Holy Grail of the climate change religion. Today’s announcement, without the slightest amount of apology or regret, is about following the constitution and rule of law. 
— Lee Zeldin (@epaleezeldin) 
 
But wait… there’s more!
You know the rule that lets Feds tell farmers what to do with their property because they have decided that a three-inch deep drainage ditch counts as ‘navigable waters’ that Feds have final authority over the use of?
Those days are over.
So are the Biden-era attempt to choke the life out of Coal-powered electricity generation — which comes as very timely news with clowns in Toronto talking about shutting down electricity in the NorthEast.
Obama told us ‘elections have consequences’. After 12 years of Obama/Biden poisoning the well of American politics, Trump is proving that adage true… in spades.",,2
GAZA Protests Escalate In American Colleges… Here’s One Hamas Leader Saying The Quiet Part Out Loud,"With the ongoing conflict in Gaza heating up again, the Pro-Gaza protesters in America are escalating their campus protests again. The results are NOT the same as before.
And old footage from leaders of Hamas themselves are exposing as lies the cornerstone argument we hear in defending the legitimacy of Gazan claims against Israel… a bonus we will add at the end of this story.
Under Joe Biden, none of the particpants in the protests that included property destruction and in at least one instance, kidnapping, had the slightest concerns that they would be bounced out of the country like a sloppy drunk might be bounced out of a bar.
The Trump administration sees a student visa as a privilege — one that can be easily revoked if the person coming here is a detriment to society. The FAFO principle is rolling on, and one of the foreign born student protesters has already moved to the ‘finding out’ phase of that equation.
As Bill Melugin 
:
BREAKING: Per a senior State Department official, yesterday, the State Dept. revoked the first visa for an “alien who was previously cited for criminal behavior in connection with Hamas-supporting disruptions”.
I’m told this person was a university student, and “ICE will proceed with removing this person from the country.”
The official says the State Dept. reviewed over 100,000 visas, and records showed the Biden administration canceled zero visas for pro Hamas activities or associated criminal behavior, despite the wave of protests on college campuses that broke out after the 10/7/2023 terror attacks on Israel.
The student’s name is Mahmoud Khalil.
An administration spokesperson gave some clarifying details:
A spokesperson for the Department of Homeland Security, Tricia McLaughlin, confirmed Khalil’s arrest in a statement Sunday, describing it as being “in support of President Trump’s executive orders prohibiting anti-Semitism.”
Khalil’s arrest is the first publicly known deportation effort under Trump’s promised crackdown on students who joined protests against the war in Gaza that swept college campuses last spring. The administration has claimed participants forfeited their rights to remain in the country by supporting Hamas.
McLaughlin signaled the arrest was directly connected to Khalil’s role in the protests, alleging he “led activities aligned to Hamas, a designated terrorist organization.” — 
With schools having their funding yanked, and protesters poised to resume the smash-and-occupy tactics we saw last year, this deportation may be the harbinger of more to come.
The entire basis of the justification of the conflict between Gaza and Israel hinges on questions of legitimacy and prior claim to the land. The pro-Gazan claim asserts that a distinct and unique people living on the land now called ‘Gaza’ have a history going back hundreds of generations. On that basis, they will insist that they have as much legitimacy — or possibly more — than the Jews returning to the ancient homeland.
Jews, obviously, would reply that is their ancient homeland, from which they were displaced by military might of successive invading forces. Their ancient homeland is one where the actual tombs of the patriarchs named in their scriptures can still be found… not to mention the central hub of religious life for Israel: Jerusalem, on which some part of their ancient temple still stands.
What happens to the Gazan claims if the idea of a distinctively Palestinian population is more myth than reality, if even their family names testify against them that their homelands were from many nearby Arab countries, especially Egypt and Saudi Arabia.
You might dismiss such a claim if it were only a Western writer with clear sympathies to the Israeli cause posing such questions. But what about when it comes from a Hamas leader’s own lips… one who himself claims to be of Egyptian descent?
All it took was 46 seconds to torpedo a key claim in the legitimacy of his own cause:
If you’re wondering who this guy is, the 
:
Fathi Hamad (فتحي حماد), born in 1961 in Gaza, has been a member of Hamas’s Politburo since 2017. He was elected to the Palestinian Legislative Council (PLC) in 2006, and appointed as Hamas’s minister of interior and national security in Gaza from 2009 to 2014. He is considered to be a hardliner.
Hamad joined the Palestinian branch of the Muslim Brotherhood in 1980 and was an active in student politics. He joined Hamas’s internal security force (“al-Majed”) in 1984, and formed the group’s first military presence in the Jabaliyya refugee camp in 1988. He spent six years in Israeli prisons from 1988 to 1994, in addition to being arrested three times by the PA for a total of two years. He helped to establish several Islamic media institutions and charities focusing on prisoners and people with injuries and special needs.
If even members of the leadership of freaking HAMAS are not buying the notion of Palistinians as a ‘Unique local subculture’ with greater natural claim to that land than Israelis… how is it that we in the West are buying it?",,2
Fani Willis Takes Another ‘L’… Ordered To Turn Over 212 Pages Of J6 Committee Collusion,"The nightmare is NOT over for Fani Willis. She may have hoped to ride the comet of notoriety to fame and fortune over her prosecution of Donald Trump. But after picking the wrong prey, all she’s got left is ignominy.
Judicial Watch is chasing her as doggedly as she chased Trump — and judging by the wins they keep getting, they’re doing a much better job of it. They know there is evidence of her colluding with Pelosi’s J6 ‘Unselect Committee’ (as Trump rightly calls it), and he wants to get his hands on it.
Each time he comes looking for this information, they keep ‘mysteriously’ finding new documents that were somehow not responsive to earlier court orders to produce them. Go figure.
Here is Tom Fitton explaining what’s been happening with this case, and how they implicate both Fani Willis, and the Democrats with their J6 Inquiry.
The video:
BREAKING: Court Orders Willis to Give Him Documents Sh Lied About!
… 
— Tom Fitton (@TomFitton) 
 
The post it came from:
BREAKING: Court Orders Willis to Give Him Documents Sh Lied About!
… 
— Tom Fitton (@TomFitton) 
 
That information is not yet in Judicial Watch’s hands… but it’s getting closer.
He’s hoping for a ‘Special Master’ to review the relevant documents and make sure that nothing is being withheld of the information to which he ought to have full access.
And heaven only knows what doors THAT information might open up to what the Biden White House and their DOJ and J6 Prosecutor allies were REALLY doing behind the scenes.
Who knows…? This might even open up lines of questioning about Congressional evidence tampering in Criminal Defence cases of the kind that deliberately and knowingly bypassed 4th Amendment Protections.
With guys like Tom Fitton on the ball… the door of history has yet to close on this travesty. Perhaps there’s still a way for any malefactors to pay a price.
Wouldn’t it be funny if allegations of Joe Biden’s autopen were to invalidate the pardons he signed at the last minute? Especially after the 4 long years Dems spent at hiding his mental decline from the rest of us… the same Dems who were so desperately looking for some justifcation to invoke the 25th Amendment against Donald J Trump.",,2
"SCHUMER BLINKS: For All His Fiery Bluster, He Folds Like A Lawn Chair When The Shutdown Vote","Not so long ago, Dems knew they could force an issue, blame it on Republican intransigence, and have the media spin public opinion into blind obedience. This is proof that those days are over.
When the GOP took over the House a couple of years ago, responsiblity for drafting the budget fell on their shoulders. The first year, some Senate Republicans signed a Continuing Resolution deal with the Dems that negated any budgetary control the GOP could have in the first year.
Games were played, a leadership change came into place at the most inopportune time, and there was another deal with the devil made that kicked the can down the road. Budgets were being drafted, some even passed by the house… but Schumer refused to even take them up… because the guy who force-fed obnoxiously partisan (and patently deceptive) policy down everyone’s throats at every turn suddenly cared about bills being ‘bipartisan’. More likely, he was just holding out to get another CR stuffed with pork to fund all of the pet projects which just happen to serve as the financial equivalent of a Human Centipede (do NOT look that phrase up) recycling tax dollars into Democrat issues and back into Democrat pockets and/or campaigns.
Trump’s big win spoiled their party. And DOGE shone a light on all the dark places the rest of us were never supposed to see.
With the latests Government shutdown upon us unless federal funding is extended, the GOP took a gamble, passed a CR that fully funded the border wall and deportations (exactly the issue Schumer shut the government down over when Ryan’s budget was ready to pass).
It’s the Biden budget, with a few tweaks, but a LOT of changes are going to happen between now and when the new budget is revealed. We’ll see how the new-look leaner and more efficient Trump administration plays out, how much can be saved, and how big a difference those tariffs and tax cuts make in the economy.
Despite the fact that this CR would be (definitionally!) the same CR budget they passed just a few months ago when BIDEN’s name was on it, they were suddenly deeply opposed to everything in it, openly saying they would gladly shut down the government to oppose it.
Nobody said exactly what was different, there was just a lot of hand-waving and apocalyptic language. One after another they declared their vehement opposition to the Continuing Resolution that would keep the government funded.
Then Social Media — X, Rumble, and Truth Social — did their thing… digging up old clips of these very same Democrats denouncing government shutdowns as cruel, heartless, and unjust… making them own this shutdown and the moral bankruptcy they had already invested such shutdowns with.
They found themselves boxed in by their own words, and it really didn’t matter how cynical and insincere those words might have been when they were uttered, the other guys voted to keep Government open, and the party that was marching — by the dozens(!) — just days ago to protest federal firings at places like USAID is suddenly agreeing to send ALL but the most essential government workers home again.
And since Dems don’t have any levers of power here, they can’t sneak in any poison pills that would make a win or a loss equally useful to the Democrat narrative. Here he is trying to save face for capitulating only one day after taking his bold stand:
Senate Minority Leader Chuck Schumer, D-N.Y., indicated Thursday he would vote to advance Republicans’ six-month funding bill that passed the House to avert a government shutdown Friday night.
The move is a major concession from Schumer, yielding to the GOP measure just one day after he vowed that Democrats wouldn’t allow it to pass. It means the bill is likely to find enough votes to clear the 60-vote threshold and eventually pass with a simple majority, even as a growing number of Senate Democrats came out in opposition to it Thursday.
“There are no winners in a government shutdown,” Schumer said in a floor speech. “It’s not really a decision; it’s a Hobson’s choice: Either proceed with the bill before us or risk Donald Trump throwing America into the chaos of a shutdown. — 
🚨A HUMILIATED Chuck Schumer BACKS DOWN After Watching Clips of Himself Flip-Flopping on Government Shutdowns for 24 Hours Straight.
 
— Wesley Hunt (@WesleyHuntTX) 
 
The funniest part about it is Democrats raging against him for NOT shutting down the government.",,2
LINN: Ten Disgraceful Women The Left Seems To Love,"March is Women’s History Month, but not all women are ideal historical figures.
Here are several examples:
And that concludes my list.",,2
Trump Doubles Down On Canada… They Are In Even Worse Shape Than We Thought,"Anyone who took Trump’s statements about Canada as merely overheated bluster will have to rethink their assessment of him after his latest Oval Office statements.
In one of his classic ‘allow me to unconfuse you’ moments, Trump spells out exactly what he meant when he made his most provocative statements about Canada being absorbed into the United States.
“I’m not going to bend at all.”
‘Canada only works as a state’, he says.
Trump: “Canada Should Be a U.S. State – We Don’t Need Them, They Need Us!”
Trump: “Look, We’ve been ripped off for years, and we’re not gonna be ripped off anymore. No. I’m not gonna bend at all—aluminum, steel, cars—we’re not gonna bend. We’ve been ripped off as a country for… 
— Open Source Intel (@Osint613) 
He’s even talking up how great it would be as a state. But the flip side of that coin is simple: Canada, as it is currently being run, cannot continue to exist without being propped up by sales to US markets.
Sure, that’s part of the argument. So is the argument that Canadians have the social programs they like to brag about only because they are standing under the protective umbrella of the US military who has been protecting them through the Cold War.
Without the access they have to US markets, their economy would be in the toilet. That’s the REAL reason Canadians are getting so uppity since Trump came to office. But it’s worse than that.
There have been recent stories detailing the Canadian military as being in dire shape, not only inadequate for cooperative multi-nation exercises with, say, NATO allies (a long-standing problem), but also in the ability to provide the most basic notion of national defence.
I recently had a conversation with Lt.-Gen. Michel Maisonneuve (ret.), and what he told me about Canada’s military was nothing short of alarming. He didn’t mince words—our armed forces are in dire straits. If we don’t act now, Canada will not only be unable to defend itself, but it will cease to be taken seriously by our allies, many of whom are already losing patience with our military decline.
Maisonneuve has seen firsthand what a functioning military looks like. He has served at the highest levels, working alongside our allies in NATO, and he knows exactly what Canada is failing to do. “We are no longer at the table when major defence decisions are made,” he told me. “The Americans don’t ask us what we think anymore because they know we can’t contribute.” That is a stunning indictment of where we now stand—a country that was once respected for its ability to punch above its weight militarily has been reduced to an afterthought.
The problem, as Maisonneuve laid out, is both simple and staggering: Canada doesn’t take its defence seriously anymore. The government has allowed our forces to wither. The Air Force is still flying CF-18s from the 1980s because the long-delayed F-35 procurement is years behind schedule. The Navy, once a competent maritime force, is barely functional, with no operational submarines and a fleet that is nowhere near what is needed to patrol our vast coastlines. Meanwhile, the Army is struggling to recruit and retain soldiers, leaving its numbers dangerously low. “We have an Army in name only,” Maisonneuve said. “If we were called upon tomorrow to deploy a fully operational combat force, we couldn’t do it.” — 
Other stories here:
 — “19FortyFive”, January 2005
— Canadian Broadcasting Corporation, March 2024
If a country lacks any means of defending its own borders against a serious threat… is it really a country in any meaningful sense of the word?
It’s one thing for Canada to stand and assert how strong and independent it is as a nation. But demonstrating there is any truth to back up those claims? That’s another question entirely.",,2
POOR BABY: MSNBC Anchor Is Exhausted From Covering All Of Trump’s Winning,"Maybe this guy could use a testosterone supplement to help him make it through the day?
Remember Lawrence O’Donnell?
If not, you can be forgiven. To be perfectly honest, I had to double-check his name to make sure I was getting it right.
The last time we caught up with him, he was going viral for raging at a construction crew ‘stop the hammering’!
If he’s done anything since then, it’s hard to say, since hardly anyone is watching those shows anymore. But some of the guys on our side are keeping tabs on what goes on over there, for amusement’s sake, if nothing else, and for once it paid off. Hat tip to Brandon Straka for taking one for the team as he 
 of his hit on Newsmax:
MSNBC’s Lawrence O’Donnell announced that he needs a break from work due to his exhaustion from having to cover Donald Trump. 
Creating lies and propaganda is exhausting. And so is casting yourself as the hero of your own make believe delusions about how the sky is falling.… 
— Brandon Straka #WalkAway (@BrandonStraka) 
 
The caption he put with it:
MSNBC’s Lawrence O’Donnell announced that he needs a break from work due to his exhaustion from having to cover Donald Trump. 
Creating lies and propaganda is exhausting. And so is casting yourself as the hero of your own make believe delusions about how the sky is falling. 
@LidiaNews @NEWSMAX
If ever you have one of those days where you question the value of what you do for a living, remember: some poor team of schmucks has to put together a show so he can go on air. However bad it might be in your case, surely it can’t be as bad as that.",,2
HILARIOUS: Trump Just Turned Biden’s Open Borders App Into A Self-Deporting Tool,"Bill Melugin has been in the thick of pretty nearly every immigration story for years. It’s only right that he would be part of the crew breaking this one as it was announced.
The infamous open borders app that Joe Biden’s people used as a workaround to violate the law with impunity has been repurposed to ENFORCE the law.
Better yet, it’s being used for something that for Joe Biden’s people must nearly unthinkable: voluntary self-deportion.
Because when the alternative is criminal prosecution… getting the government to help you make your way back home isn’t so bad… especially now that all of the freebies are being exposed, shut down and starved for cash.
With our usual video sources a not cooperating at the moment, here is a Rumble video where Melugin is explaining what’s up.
If you want a shot at coming back to America legally some time in the future… self-deporting is your best shot. Because if you get caught… you’re done.",,2
"Dem’s Not-So-Secret Funding Weapon, ACTBLUE, Has Been Taking A Beating","Picking a fight with the guy behind DOGE was a serious tactical error on their part.
For years, ActBlue was the secret weapon Democrats used to dominate the GOP in fundraising. But they’ve been taking heat from many directions, and it’s starting to crack.
You know all those stories about Democrats crushing the GOP in fundraising? What if Sam Bankman-Fried wasn’t the only sketchy funding source the Dems have been relying on?
For one thing, DOGE has found a crapton of examples of NGOs acting as little more than a money-laundering racket where taxpayer money gets dumped into partisan projects which will inevitably sund partisan politics downstream of them.
Recent years have turned up all sorts of anomolies with ActBlue giving… including grandmothers who supposedly gave tens of thousands while eking out an existence on a fixed income.
🚨 BOMBSHELL ALERT: Maryland Grandma Exposes ActBlue's DIRTY LITTLE SECRET! 🚨
Cindy Nowe, a sweet senior from Annapolis, MD, supposedly donated OVER 1,000 TIMES to ActBlue in 2022—$18,849.77 total! That’s 3 donations A DAY, EVERY DAY, all year long. But when OMG asked her about… 
— Mila Joy (@MilaLovesJoe) 
 
Then were the various allegations of foreign donors pumping cash into Democrat coffers.
We’ve got supposedly ‘grassroots’ protests being exposed as nothing more than Craigslist protesters-for-hire paid by Act Blue… most recently the Tesla protests:
From LibsOfTiktok:
Anti-Elon protester admits he gets paid to protest outside a Tesla location.
Groups linked to Democrat fundraising platform ActBlue, which is funded by Soros, are paying people to protest against Elon. 
 
— Libs of TikTok (@libsoftiktok) 
 
It gets worse…
And Charlie Kirk has something to say about just how bad it’s getting within ActBlue (H/t 
 for the video.)
USAID: Was ActBlue just a money laundering operation to funnel USAID money to Democrats? Why did its small dollar donation evaporate as soon as USAID funding was cut off? Why did the top seven execs just resign? 
— @amuse (@amuse)",,2
COVID: State Wins Multi-BILLION Damages Judgment Against China — Here’s The 411,"Trump took a lot of heat for calling it the ‘Chinavirus’ but at least one federal judge sees China as culpable for damages — a LOT of them.
It could be decades before we finally figure out the extent of the ways America and the world were crippled by the Wuhan Wheezer. But one judge has affixed a particularly LARGE figure to the damages… and the State AG is not waiting around for them to pay up.
It began as a lawsuit taken up in 2020 by then-Missouri Attorney General Eric Schmitt. Cases like this one are not quick in resolving, especially when trying to moved them forward in the middle of a pandemic.
The judgement was not quick in coming, but come it has… with the federal judge ruling in Missouri’s favor. To the tune of $24 BILLION dollars.
The specific complaint concerned the well-documented case of China quietly buying up much of the global supply of Personal Protective Gear while keeping quiet about the true nature and extent of the illness that had already begun its spread from Wuhan China.
A federal judge on Friday ruled in favor of Missouri in the state’s $24 billion lawsuit against China’s Communist Party that accused it of hoarding protective supplies during the coronavirus pandemic.
“This is a landmark victory for Missouri and the United States in the fight to hold China accountable for unleashing COVID-19 on the world,” Missouri Attorney General Andrew Bailey said in a statement.
“China refused to show up to court, but that doesn’t mean they get away with causing untold suffering and economic devastation. We intend to collect every penny by seizing Chinese-owned assets, including Missouri farmland.”  — 
China may have blown off the lawsuit, and refused to attend the hearings. That does not allow them to ignore the ruling. Even if the disagree with the judge and refuse to pay, there are other options at Missouri’s disposal to get the restitution the court has ordered China to pay.
As mentioned in the response of the AG who put the suit in motion:
And of current AG, Andrew Bailey himself:
Missouri’s AG has been busy lately… looking into the relevance of Joe Biden’s mental state in orders and pardons that impact Missouri at the State level… asking DOGE to look into a $5 Billion green energy scam, and now this.
It’s almost as if he’s taking the pace Trump’s second administration is keeping as a personal challenge.",,2
WEF Puppet Trudeau Is Gone… Meet The WEF String-Puller Who Replaced Him,"You know that bait-and-switch game the DNC tried to play with coronating Kamala as Potus without asking Democrats if they accepted that idea? Canada just went through something kinda similar.
It’s a different system that plays by different rules.
Canadian voters have no direct say on which person becomes leader of the country. Like so many countries whose system mirrors that of the UK, each party picks their party leader, and whichever party has the most seats gets to run the country. The leader of the party is, by default, the leader of the country.
Most of the time, votes for a leadership change happen when a party is OUT of power. But Trudeau was on the ropes, and there was a real possibility that a non-confidence vote would have thrown his sorry ass and that of his government out ont its keister. Conservative (by Canadian standards, anyway) Pierre Poilievre was on track to lead the biggest electoral ass-kicking since the fall of the Berlin Wall, and Justin Blackface Trudeau had to DO something.
Here’s an 
, riffing off the video of Carney being announced as new party leader:
For those who keep trying to tell me I don’t understand how this all works, allow me to help you understand what’s happened here: There was about to be a be vote of no-confidence in Parliament, which would have forced Trudeau’s resignation and an election, which Poilievre was guaranteed to win. Knowing this and to avoid this, Trudeau froze parliament for two and a half months so he and the party could gin up another “emergency,” which only the Liberals and their new chosen leader, Carney, who shares Trudeau and his team’s agenda, can fight. Trump is their invented enemy, who they are working very hard to paint as exactly like Poilievre. Isn’t that convenient? Anyway, many Canadians have fallen for this and now the Liberals are up in the polls thanks to their plan, fear-mongering, and propagandizing. The party was done, now they’re back, and the economy is about to get even more fucked that it already was because the Liberals care about power, not Canadians.
Carney has not held elected office. Period. And as of today, he will be sworn in as Prime Minister.
Ok, so libs gamed the system in more or less the same way their Democrat cousins wanted to in the installation of what’s her name with the coconut tree branding.
We know that Trudeau was a good little choirboy singing from the songsheet of every globalist initiative around. What do we know about the new guy?
Well, if Trudeau is best understood as a puppet of the WEF, Mark Carney has spent the last decade or so as one of the insider puppeteers.
Here’s a video of him embracing NetZero.
Whoops. That’s a series of photos of him with Jeffrey Epstein’s Co-Conspirator. THIS is the NetZero video.
Canada's new PM, Mark Carney: ""We can't stabilize climate until we get to ZERO NET emissions""
Good luck, Canadians 
— End Wokeness (@EndWokeness) 
 
This guy is all in on the globalist vision.
Kat Kanada found a Jordan Peterson video that gave an absolutely SAVAGE contrast of Justin and his replacement.
Mark Carney is a WEF globalist, post-national state, lunatic Net Zero, and the designer of Canada’s rapid descent into poverty and irrelevance.
SOS 🚨🚨🚨
We are not OK. 
— 🅾️ Kat Kanada (@KatKanada_TM) 
If Carney wins the next election, there’s going to be a STRONG incentive for oil-and-resource-rich Western Canada to think long and hard about taking Trump up on his 51st State offer.",,1
"Loose Sex, Impure Acts & Greed","If Christ came and set an example of love and self-sacrifice, what does that mean for the rest of us who say we’re following his lead?
Shouldn’t at least SOME of Christ’s way of life rub off on us? Of course it should, if we’re doing the Christian thing right.
Of course, anything that requires commitment that involves saying yes to one thing will automatically require saying ‘no’ to something else. Join a gym and take it seriously, you won’t be cleaning out the dessert section at the buffet table. Take a job offer across the country, you won’t be living among the friends and neighbors you’re used to.`If you take a spouse, you’re leaving the dating game behind.
Faith is no different. If we’re walking the walk with Jesus, there will have to be some changes in how we live our lives. And since he went to the cross to save us from a sin nature baked so deeply into us that we can’t just shake it like a bad habit, some of those changes go right to the heart of who we are.
There’s good news about those changes. We’re not doing it in our own strength.",,1
Listen to This Before You Get Married!,"You know those ‘controversial texts’ about marriage that so many pastors are afraid to touch? Guess whose jumping into them with both feet?
Before you get too excited about a couple of buzzwords that feminists like to sharpen their knives over, you might want to check out what the list of expectations for everyone ELSE looks like.
It could be that the haters don’t really know what they’re talking about… on top of not having a sweet clue what the text REALLY says.
So, what does it REALLY say that these other clowns keep getting wrong? I guess you’re gonna have to press play and find out.
The PERFECT Gift For The Art Loving Warrior
Dear Fellow Warriors: My new book just dropped, 
. It’s a full color coffee table compilation of my biblical paintings over the last 20yrs. As you know, I don’t depict the biblical men in this book as sweet bearded women but rough troublemakers who shook all of hell’s habitations. It’s a great gift for the male and female scrappy warriors on your Christmas list. Young kids will love it too. 70+ original paintings. 234 pages with the scriptural inspiration behind each painting. It’s a beautiful book.
RECOMMENDATIONS. “One reason I buy Doug’s priceless art is to make bold statements on the walls of my home. Lively discussions come alive to bring home the Gospel messages behind the brushstrokes gifted to Mr. Giles. Pastor Doug’s creativity in canvassing the Biblical perspective is daring and courageous.”

– Captain Robert Reinecker
For bulk purchases (More than 5 copies) we’re offering 50% off list price of $69.95 if you purchase directly from the publisher. Email Skip Coryell at skipcoryell@hotmail.com for this offer.",,1
