title,url,text,published_date,categories
"Rappler, Vera Files Want To Fact-Check The Adobo Chronicles’ Films",https://adobochronicles.com/2018/04/24/rappler-vera-files-want-to-fact-check-the-adobo-chronicles-films/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – You give them a finger and they want your entire arm.  Such is the predicament now faced by Rappler and Vera Files, both recently named Facebook partners in fact-checking news and information on social media. Rappler and Vera Files were quick to fact-check posts by The Adobo Chronicles, tagging them as either false or satire. But now, the two fact-checkers also want to police films produced by The Adobo Chronicles and have asked Mark Zuckerberg to deputize them to do so. But alas, Zuckerberg knows his limitations.  He said that films are not within the purview of Facebook and asked Maria Ressa and Ellen Tordesillas to seek approval from the Movie and Television Ratings and Classification Board (MTRCB) Unfortunately, Rappler’s and Vera Files’ request was outrightly denied by MTRCB. ’Pati ba naman mga pelikula ay gusto pa ninyong pakialaman,” MTRCB said. (Now you also want to dip your dirty finger into films)",2018-04-24T16:26:04-07:00,"Arts, Entertainment, Media, Politics, Social Media"
PNoy Imposes Gag Order On Kris Aquino,https://adobochronicles.com/2018/04/23/pnoy-imposes-gag-order-on-kris-aquino/,"QUEZON CITY ( The Adobo Chronicles, Quezon City Bureau) – Blood is always thicker than water.  And the big brother is to be followed at all times, whether or not he used to be the President of the Philippines. So today, NoyNoy Aquino imposed a gag order on his younger sister Kris Aquino, after the former TV talk show host went on a rampage, berating fellow TV host Korina Sanchez who happens to be the missus of former presidential candidate Mar Roxas, NoyNoy’s chosen one to succeed him. Not only did Kris ‘accuse’ Sanchez of slapping her in the face for airing a feature video about her ex-husband James Yap; she also practically told the whole world that Rodrigo Duterte deserved to be elected president. Kris’ rant on her Instagram Account was not only embarrassing to NoyNoy, Roxas and Korina but to all members and supporters of the Yellow Opposition. So to prevent further spillage of Liberal Party and Opposition secrets, PNoy all but put masking tape over the mouth of Kris. Informed sources told The Adobo Chronicles that PNoy was afraid Kris would divulge more damaging and incriminating information in connection with the 2016 elections which, among other things, could jeopardize the case of Vice President Leni Robredo in the ongoing recount of votes in the 2016 Vice Presidential elections.",2018-04-23T02:04:11-07:00,"Entertainment, Film and TV, Government, Politics, Social Media"
PNoy To Produce New Prime-time Show For ABS-CBN,https://adobochronicles.com/2018/04/11/pnoy-to-produce-new-prime-time-show-for-abs-cbn/,"QUEZON CITY,  Philippines ( The Adobo Chronicles, Manila Bureau) – Reacting to the Senate Blue Ribbon Committee’s report recommending that he be criminally charged for the botched Dengue vaccination program which put more than 800,000 school kids in harms way, former President NoyNoy Aquino said, it’s the “Dick Gordon Show,” referring to the Committee Chair. That sparked a brilliant idea for the ABS-CBN Network which asked Aquino if he would be willing to be the executive producer of a new prime-time show titled, well, “The Dick Gordon Show.” Aquino agreed without batting an eyelash. Sources close to ABS-CBN executives told The Adobo Chronicles that the ‘Dick Gordon Show’ will be patterned after that famous American TV show, “Dick Van Dyke Show.” Watch for its launch coming soon to a television near you.",2018-04-11T14:23:04-07:00,"Entertainment, Film and TV, Politics, The Media"
Actress Haley Atwell Denies Canceling ComicCon Appearance Due To Political Unrest In The Philippines,https://adobochronicles.com/2018/03/22/actress-haley-atwell-denies-canceling-comiccon-appearance-due-to-political-unrest-in-the-philippines/,"MANILA, Philippines (The Adobo Chronicles, Manila Bureau) – Organizers of ComicCon Asia 2018 earlier announced that actress Hayley Atwell, known for her role as Peggy Carter in Agent Carter in the Marvel Cinematic Universe will no longer be part of the event. In a statement posted on the group’s Facebook page, Hayley cited the “political unrest in the country” as the reason. “We wish to inform everyone that Hayley Atwell has decided to cancel her appearance in the 2018 ComicCon Asia due to the perceived ‘political unrest in the country.’ In a message sent to us, Hayley said that ‘she’s not comfrotable making the trip at this time.’ Mainstream news media wasted no time in reporting the cancellation. The Adobo Chronicles contacted Haley on the set of an episode she was shooting and she denied having mentioned anything about political unrest in the Philippines. ”What I said was that I was canceling my trip to Manila because the Liberal",2018-03-22T19:36:23-07:00,"Entertainment, Film and TV, International, Media, Politics, Social Media"
Amazon Announces Finalists For Filipino ‘Alexa’,https://adobochronicles.com/2018/03/14/amazon-announces-finalists-for-filipino-alexa/,"SILICON VALLEY, California ( The Adobo Chronicles, San Jose Bureau) – Alexa is an intelligent personal assistant developed by Amazon, first used in the Amazon Echo and the Amazon Echo Dot devices developed by Amazon Lab126. Like Apple’s Siri, it is capable of voice interaction, music playback, making to-do lists, setting alarms, streaming podcasts, playing audiobooks, and providing weather, traffic, and other real-time information, such as news. Because Alexa has gained worldwide popularity, many consumers have been begging Amazon to create a multi-lingual version of the female assistant. Today, Amazon announced the five finalists for the Filipino Alexa, following almost a year of intensive search for the voice that would do justice to the original. Amazon’s strict criteria for the search included: standout personality, unique Filipino accent, pleasant and soothing voice and willingness to be at the command of Alexa consumers and owners. Here are the five nominees. They are famous enough we don’t need to name them.  If this were subject to a vote, who would you choose to be the Filipino Alexa?",2018-03-14T14:07:18-07:00,"Business, Diversity, Entertainment, International, Technology"
Senator Kiko Pangilinan To Sue McDonald’s Over Latest Commercial Featuring Wife Sharon And Gabby Concepcion,https://adobochronicles.com/2018/03/05/senator-kiko-pangilinan-to-sue-mcdonalds-over-latest-commercial-featuring-wife-sharon-and-gabby-concepcion/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Valentine’s is for lovers, and McDonald’s knows that too well.  Its Valentine commercial featuring former on and off-screen lovers Sharon Cuneta and Gabby Concepcion was a hit. But now, the American fastfood chain is in trouble.  Sharon’s husband, Senator Kiko Pangilinan is suing McDonald’s for the emotional distress and political embarassment he has been experiencing since the commercial aired in the Philippines. ”McDonald’s didn’t ask my permission for them to shoot the commercial.  They should have asked for my spousal consent.  McDonald’s action was an affront to my respectable position as a Senator of the Philippines, married to Sharon,” Pangilinan said. Is a divorce also in the making?",2018-03-05T02:14:22-08:00,"Entertainment, Film and TV, Politics"
Pinoy Ako Blog’s Jover Laurio Goes Offline!,https://adobochronicles.com/2018/02/25/pinoy-ako-blogs-jover-laurio-goes-offline/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Both followers and critics of Jover Laurio were shocked to learn that her Pinoy Ako Blog is now offline! But don’t panic, supporters.  It’s not what you think. Rather, she is taking her online blog out into the real world. Like most wanna-be journalists and socmed warriors, Laurio wants to penetrate all media — from book publishing to broadcasting. Now, she wants to be a seminarian. She has just conducted her first seminar on responsible blogging and countering fake news. And she is just the perfect seminar speaker because she can talk from personal experience on how to be an irresponsible blogger and a purveyor of fake news. And that is priceless!",2018-02-25T16:12:36-08:00,"Entertainment, Politics, Social Media"
Justin Bieber Fans Excited Over Super Bowl Half-time Show,https://adobochronicles.com/2018/02/04/justin-bieber-fans-excited-over-super-bowl-half-time-show/,"MINNEAPOLIS, Minnesota ( The Adobo Chronicles, San Francisco Bureau) – Fans of Justin Bieber are eagerly anticipating the half-time show performance of their idol. Super Bowl LII (that’s 52 for those who are Roman Numeral-impaired) will kick off Sunday in Minneapolis. The half-time show is one of the most watched spectacles on live television, next to the Super Bowl game itself. So Bieber fans, chill the beer and get the popcorn ready. And be ready for a big disappointment.",2018-02-04T14:57:56-08:00,"Entertainment, International, Sports"
Newly-released: Film Trailer of “The Liberal Party Will Rise Again!”,https://adobochronicles.com/2018/01/21/newly-released-film-trailer-of-the-liberal-party-will-rise-again/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – It was more than a year in the making, but it’s finally here: the most awaited film project featuring the one and only Liberal Party of the Philippines. Based on true events, the film traces the rise and fall of the Yellow Party, and its subsequent coming back from the dead. Already, critics are saying that the film will surely make waves at upcoming International Film Festivals. Here’s the TRAILER .",2018-01-21T21:11:40-08:00,"Arts, Entertainment, Film and TV, Politics"
Trailer: Kris Aquino’s First Major Hollywood Film,https://adobochronicles.com/2018/01/23/trailer-kris-aquinos-first-major-hollywood-film/,"HOLLYWOOD, California ( The Adobo Chronicles, Manila Bureau) – Kris Aquino’s first major Hollywood film project has been completed and it hits theaters around the world in early February. It’s titled, “Yellow Safari.” The Adobo Chronicles was able to secure an advanced copy of the film’s trailer and we are sharing it for the first time with our subscribers and followers. View the trailer: This is not FAKE news as long as you leave it that way. Like Like",2018-01-23T21:20:58-08:00,"Arts, Entertainment"
MMFF Withdraws Best Picture And Other Awards For ‘Larawan’,https://adobochronicles.com/2017/12/27/mmff-withdraws-best-picture-and-other-awards-for-larawan/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Less than 24 hours after it handed out the 2017 film awards, the Metro Manila Film Festival (MMFF) withdrew all recognition for the film ‘ Ang Larawan,’ including Best Picture and Best Actress for Joanna Ampil. Ang Larawan” is based on the play “A Portrait of the Artist as Filipino” by National Artist for Literature Nick Joaquin, and features music by Ryan Cayabyab and lyrics from Rolando Tinio. It garnered 7 of the festival awards. In a statement, MMFF said that it “cannot in conscience recognize a film with all the major awards when it has not even been shown widely in theaters. Many mall and other theaters pulled the film just a day after the festival opening because it wasn’t attracting crowds just like other top-grossers, mostly slapstick and cast appeal movies like those featuring Vic Sotto and Vice Ganda. ”Come to think of it, how can a movie be considered a film festival entry when it is not even being shown starting with Day 2,” MMFF said. There are only 8 films selected for the festival. Maybe, the MMFF should consider bringing back double feature screenings during the festival so that a quality film can be shown in the same theater as another of mass appeal.  Two for the price of one. Everybody wins! Cinema distribution has always been a contentious point during the MMFF, with mall owners quick to shelve low-performing entries for crowd pleasers to take advantage of the holiday rush. Ryan Cayabyab, whose music is used in “Ang Larawan,” tweeted early Tuesday a list of malls that have removed their entry.",2017-12-27T23:46:30-08:00,"Arts, Awards, Business, Entertainment, Film and TV"
Plastic Surgeon Vicki Belo Will Make Public Names Of All Her Clients,https://adobochronicles.com/2018/01/06/plastic-surgeon-vicki-belo-will-make-public-names-of-all-her-clients/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Client records are always confidential , but plastic-surgeon-to-the-stars Dr. Vicki Belo promised to make public the names of all her clients who have undergone artificial physical transformation. Belo made this announcement in protest against the new TRAIN (Tax Reform for Acceleration and Inclusion) law which institutes changes in income tax. The lady doctor said TRAIN will kill the country’s cosmetics and aesthetics industry, including medical tourism. Belo said her extensive client list includes not just people in the entertainment sector but also politicians and their immediate family. She says she is releasing her client list to show the expansive negative impact TRAIN would have not only on her business but on people’s basic human right to be more beautiful.",2018-01-06T15:40:14-08:00,"Beauty, Business, Entertainment, Fashion, Politics"
"Speaker Paul Ryan: No, I Didn’t Screw An Altar Boy!",https://adobochronicles.com/2017/12/26/speaker-paul-ryan-no-i-didnt-screw-an-altar-boy/,"WASHINGTON, D.C. ( The Adobo Chronicles, Washington Bureau) – House Speaker Paul Ryan today categorically denied that he screwed an altar boy. Ryan was reacting to a statement by entertainment personality Rosie O’Donnel, who said that Ryan is going “straight to hell.”  O’Donnel was referring to the tax plan recently passed in Congress, courtesy of Ryan and the Republicans. What Ryan didn’t realize is that he misread O’Donnel’s statement. Here is what Rosie actually said:",2017-12-26T02:55:22-08:00,"Entertainment, Government, Politics"
Senator Hontiveros Files Lawsuit To Stop Jover Laurio From Having Facial Surgery,https://adobochronicles.com/2017/11/28/senator-hontiveros-files-lawsuit-to-stop-jover-laurio-from-having-facial-surgery/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Showbiz personality Xander Ford is making headlines again, thanks to Senator Risa Hontiveros. Hontiveros has filed a lawsuit seeking to stop anti-Duterte blogger Jover Laurio, a.k.a. Pinoy Ako Blog (PAB) from having facial reconstruction similar to Ford’s. At issue here is the classified information Hontiveros received from sources close to PAB. Laurio reportedly wants to look like the lady Senator. ”I have nothing against plastic surgery, but when one seeks facial transformation to look like me, then it becomes quite personal, and I have to seriously object to it,” Hontiveros told The Adobo Chronicles.",2017-11-28T14:19:51-08:00,"Beauty, Entertainment, Politics, Technology"
Philippines Disqualified From Next Year’s Asia’s Got Talent,https://adobochronicles.com/2017/12/14/philippines-disqualified-from-next-years-asias-got-talent/,"SINGAPORE (The Adobo Chronicles, Singapore Bureau) – Fans and judges have spoken and the nine finalists in Season 2 of “Asia’s Got Talent” (AGT) have been named, three of them from the Philippines. After receiving angry complaints from all over Asia, producers of AGT have announced today that next year’s season will not have any Filipino contestants. ”Filipinos are too talented and this creates an unfair advantage by Pinoys over talents from other Asian countries,” the producers said. ”We will reassess the situation in the next few years to see if we can again accept talents from the Philippines,” they added.",2017-12-14T03:20:22-08:00,"Entertainment, Film and TV, International"
"‘I Won’t Be Back,” Kris Aquino Says On Boy Abunda’s TV Show As She Walks Out",https://adobochronicles.com/2017/11/25/i-wont-be-back-kris-aquino-says-on-boy-abundas-tv-show-as-she-walks-out/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – TV host Boy Abunda calls Kris Aquino ‘Love,’ but there seems to be love lost between the two entertainment pals. In an episode of Abunda’s show, the retired Aquino seemed at first to be ignoring all of Abunda’s questions.  Then all hell breaks loose.  The former presidential sister started screaming then walks out of the live set. Aquino is heard off camera saying, ‘No, I am not coming ack!’ The Adobo Chronicles caught up with Aquino on her way out of the TV studio and we asked her if she really meant what she said. ”It’s true, no?  I will never be back on TV, especially on Boy Abunda’s show.  Very intrigero siya. But I will be back in the limelight, not on TV but as senator.  Itsura lang ng Mocha Uson na yan,” she said. (Uson is rumored to being groomed as a senatorial candidate for Duterte’s PDP-Laban Party in 2019.)",2017-11-25T16:55:13-08:00,"Entertainment, Film and TV"
Xander Ford Reported Missing; Talent Agency Seeks Investigative Journalist Raissa Robles’ Help,https://adobochronicles.com/2017/11/24/xander-ford-reported-missing-talent-agency-seeks-investigative-journalist-raissa-robles-help/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Rappler is reporting that makeover sensation Xander Ford is missing in Cavite. According to Star Image Artist, the talent agency handling the Ford’s showbusiness career, they had to cancel two events since the singer/dancer has disappeared. He was last seen in Cavite on November 23. Star Image has sought the help of blogger Raissa Robles who is known to claim that she is an investigative journalist. ”We hope that Robles’ investigative skills will help us locate Xander,” a spokesperson for Star Image told The Adobo Chronicles.",2017-11-24T15:27:04-08:00,"Beauty, Entertainment, Law Enforcement, Politics, Social Media, The Media"
Philippines Bans Bette Midler Songs From Karaoke Bars,https://adobochronicles.com/2017/11/14/philippines-bans-bette-midler-songs-from-karaoke-bars/,"MANILA. Philippines ( The Adobo Chronicles, Manila Bureau) – Americn singer-actress Bette Midler may now be regretting her tweet calling Philippine President Rodrigo Duterte a’murderous dictator.’ Dutete has issued an administrative order banning all Midler songs from karaoke and videoke bars throughout the country. So if you’re planning to sing a Midler song on your next Karaoke night out, you should consider rehearsing a different song. Like the Beatles’ “Imagine” perhaps? Here is a partial list of Midler songs banned:",2017-11-14T03:03:06-08:00,"Entertainment, Music, Politics, Social Media"
"‘LODI’ Group Of Artists, Writers, Journalists and Media Workers Accused Of Plagiarism",https://adobochronicles.com/2017/12/11/lodi-group-of-artists-writers-journalists-and-media-workers-accused-of-plagiarism/,"MANILA, Philippines (The Adobo Chronicles, Manila Bureau) – Citing threats to freedom of expression and the “disinformation campaigns” waged by forces funded by taxpayer money, a group of artists, writers, journalists and media workers has served notice to the Duterte administration of their plan to be a “Lodi.” This six-member group is tagging itself as an alliance that is expected to scrutinize or fact-check pronouncements from Mr. Duterte, his aides or his supporters who command an online following. LODI stands for “Let’s Organize for Democracy and Integrity.”  Members include Joel Lamangan, Sari Dalena, Inday Espina  Varona, Tonyo Cruz, Bonifacio Ilagan and Juana Change. Today, however, LODI faces a backlash — and a class-action lawsuit — from Filipino netizens who originally came up with the term “lodi.” Unless you’ve been hibernating, you know that “lodi” in social media parlance means ‘idol’ (spelled backwards). The lawsuit charges that the group of artists and media personalities committed an act of plagiarism when they chose to name their group LODI. One netizen commented that the group capitalized on the term so that they would look ‘young and cool’ contrary to their more senior persona. “By filing this class-action lawsuit, we hope to take back the word ‘lodi’ from these opportunists,” he said.",2017-12-11T16:45:35-08:00,"Arts, Entertainment, Film and TV, Government, Media, Politics, Social Media"
"Revealed: Kris Aquino’s ‘Princess’ Role In Hollywood Film, “Crazy Rich Asians”",https://adobochronicles.com/2017/10/26/revealed-kris-aquinos-princess-role-in-hollywood-film-crazy-rich-asians/,"HOLLYWOOD, California ( The Adobo Chronicles, Los Angeles Bureau) – Many of her fans were looking forward to her moment of fame, a la ‘Sunset Boulevard’: “Mr. DeMille, I’m ready for my close-up!” Well it wasn’t going to be quite a Norma Desmond moment, but still, it was a Hollywood dream film for Kris Aquino, playing a cameo role as a princess in “Crazy Rich Asians.” She announced it on her Instagram account, saying she has signed a deal to appear in this new Hollywood film project based on the novel by Kevin Kwan. With about 7 luggages in tow, she posed for the cameras as she was checking in for a flight to Singapore where the movie was being filmed. Also in her check-in baggage were several designer gowns fit for her royal Hollywood film debut. But alas, it was all a misunderstanding. Her cameo role was for an orderly at the Princess Hospital where the rich Asians go for their medical care. For the uninitiated, an “orderly” is an attendant in a hospital responsible for the nonmedical care of patients and the maintenance of order and cleanliness. She didn’t have to bring any wardrobe from Manila.  Her costume was waiting for her at the set.",2017-10-26T01:18:55-07:00,"Entertainment, Film and TV"
Kris Aquino Film Makes It To Magic 8 For 2017 Metro Manila Film Festival!,https://adobochronicles.com/2017/10/27/kris-aquino-film-makes-it-to-magic-8-for-2017-metro-manila-film-festival/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – It was very disappointing for former talk show host and presidential sister Kris Aquino.  Her “dream Hollywood film project” ended up being a mere cameo role in “Crazy Rich Asians.” Not even a mention of her name in the official cast of the film. But not to worry.  Aquino hit it big when her locally-produced film made it to the Magic 8 for this year’s Metro Manila Film Festival, slated from December 25, 2017 to January 7, 2018. The Film Festival entry, “Crazy Beach Asians” not only casts Aquino in the title role, but she also directs and produces this film which is expected to break all box office records. The film was orignally titled “Crazy B*tch Asians” but it was not approved by the Movie and Television Review and Classification Board (MTRCB).  “The festival is for all audiences,” an MTRCB spokesperson said. Aquino expects to sweep all the major awards at the Festival. Congratulations, Kris!",2017-10-27T02:56:26-07:00,"Entertainment, Film and TV"
Philippine Senator Trillanes Wants To Subpoena Justin Bieber To Show His New Tattoo,https://adobochronicles.com/2017/10/22/philippine-senator-trillanes-wants-to-subpoena-justin-bieber-to-show-his-new-tattoo/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Apparently, it was not just Davao City Vice Mayor Paolo Duterte that Philippine Senator Antonio Trillanes wants to strip before the Senate .  He wants Canadian singer Justin Bieber to do the same. ”I have asked the appropriate committee of the Senate to issue a subpoena to Bieber so he could show us his new tattoo,” Trillanes told The Adobo Chronicles. Bieber had recently  posted a photo on his social media account showing his new tattoo which all but covers his entire front upper torso. In his request for the subpoena, Trillanes said that many Filipino youth idolize Bieber so it is important for the Senate to make sure that the singer’s new tattoo is real.",2017-10-22T02:54:30-07:00,"Arts, Entertainment, Government, International, Social Media"
Jim Paredes Comes Clean About His Mental Health,https://adobochronicles.com/2017/10/19/jim-paredes-comes-clean-about-his-mental-health/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – For the longest time, fans and critics alike of entertainer Jim Paredes have been wondering about his mental state, given his actions and behavior especially with the onset of the Duterte administration. Now, in a single tweet , Paredes uncovered the mystery: “Look at me,” he added.",2017-10-19T16:51:14-07:00,"Entertainment, Health & Medicine, Social Media"
Cynthia Patag At Leah Navarro: “Hindi Kami Mga Idiot!”,https://adobochronicles.com/2017/10/18/cynthia-patag-at-leah-navarro-hindi-kami-mga-idiot/,"Sagot naman ng kaibigan niyang si Leah Navarro: Ako rin, hindi Idiot.  I can sing in many different languages. O, eto: May pahabol naman si Jim Paredes:",2017-10-18T02:03:51-07:00,"Entertainment, Politics, Social Media"
Cocoy Laurel Minura Ni DU30,https://adobochronicles.com/2017/10/14/cocoy-laurel-minura-ni-du30/,"MANILA, Philippines (The Adobo Chronicles, Tagalog edition) – Naaalala nyo pa ba noong minura ni Pangulong Duterte ang aktor na si Gabby Concepcion at sinabing mukhang pera talaga ang taong yon? Puwes, alam nating lahat na hindi si Concepcion ang ibig sabihin in DU30, kundi si Gabby Lopez ng ABS-CBN Ngayon naman, napabalitang minura ni DU30 ang isa pang aktor na si Cocoy Laurel, dahil sa mga pinagsusulat niya sa dilaw na blog na “Silent No More.” Pero, alam din natin na hindi si Laurel ang tinutukoy ng Pangulo.",2017-10-14T15:29:34-07:00,"Entertainment, Government, Politics, Social Media"
Raissa Robles Releases Sequel To Her “Never Again” Book,https://adobochronicles.com/2017/09/28/raissa-robles-releases-sequel-to-her-never-again-book/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Just in time for her travel to the United States next month, blogger Raissa Robles has released a sequel to her controversial book, “Marcos Martial Law: Never Again.” The sequel which is in comics format will be a recommended reading in all high schools throughout the Philippines, thanks to the efforts of Senator Risa Hontiveros. Included in this sequel are interesting anecdotes involving Vice Presdent Leni Robredo, COMELEC Chair Andy Bautista, Senators Risa Hontiveros and Antonio Trillanes, as well as pro-Aquino and anti-Duterte groups like “Silent No More PH.” It also features other personalities like former DSWD Dinky Soliman, CHR’s Chito Gaston and Australian Jim Paredes. The new comic book is now available at all Robinson’s Supermarkets as well as all street corner newsstands near you.",2017-09-28T18:08:09-07:00,"Entertainment, Literature, Politics, Social Media"
"Finally, A Sensible Solution To Metro Manila’s Nightmarish Traffic",https://adobochronicles.com/2017/09/24/finally-a-sensible-solution-to-metro-manilas-nightmarish-traffic/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Imagine yourself in a jeepney during commute hours from Fairview in Quezon City going to Taft Ave. in Manila, or vice versa.  What are you going to do during those nightmarish hours, especially when your cellphone is registering “low batt.” The traffic problem in Metro Manila seems hopeless as it has been for many decades, with no solution on hand. Until now. Today, the Metro Manila Development Authority (MMDA) announced what it called the most sensible solution thus far to the traffic problem. In a memorandum addressed to all drivers and operators of jeepneys plying the Quezon City to Manila route, MMDA is now requiring them to install karaoke machines in their vehicles. “If we can’t solve the traffic situation, we can at least make the daily commute more entertaining for the commuters, by providing the most popular form of entertainment for Pinoys — karaoke singing,” MMDA said. So next time to hop on a jeepney, make sure you’re prepared to belt out your favorite karaoke song — except Frank Sinatra’s “My Way,” which has been banned by the Philippine government years ago because it was considered the deadliest karaoke song.",2017-09-24T17:39:47-07:00,"Entertainment, Government, Technology, Travel"
"Wrong Queen Crowned, But Steve Harvey Had Nothing To Do With It",https://adobochronicles.com/2017/08/28/wrong-queen-crowned-but-steve-harvey-had-nothing-to-do-with-it/,"SAN FRANCISCO, California ( The Adobo Chronicles, San Francisco Bureau) – One would think it would never happen again — the wrong pageant winner being crowned. But it did, just like it happened in the Miss Universe Pageant when host Steve Harvey announced the wrong winner (Miss Colombia instead of Miss Philippines.) Well, that’s now behind us, and the real winner, Pia Wurtzbach has completed her reign and has passed on the crown to her successor. In San Francisco, the wrong queen was crowned Miss GAPA (Gay Asian Pacific Alliance) this weekend, but Steve Harvey had nothing to do with it. Organizers of the popular pageant announced that due to a tabulation error, the crown was awarded to the wrong contestant. But the organizers decided that the wrong winner can keep the crown, and they’re awarding a second crown to the real winner.  So for 2017, there will be two Miss GAPAs. It will be recalled that former Miss Universe owner Donald Trump had suggested that both Miss Philippines and Miss Colombia be declared co-winners after that Steve Harvey fiasco, but that didn’t happen. Hmmm, did Trump have anything to do with the Miss GAPA decision?",2017-08-28T03:28:52-07:00,"Beauty, Diversity, Entertainment, LGBT"
Justin Bieber’s Philippine Concert Contingent Upon Passing A Drug Test,https://adobochronicles.com/2017/07/23/justin-biebers-philippine-concert-contingent-upon-passing-a-drug-test/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) –  Canadian singer Justin Bieber has had many encounters with the law. And he has admitted being hooked on alcohol and drugs, although he claims he is now “clean.” China has permanently banned Bieber from holding concerts in the country due to his “bad behavior.” So what happens when he visits the Philippines on  September 30 this year for a concert at the Philippine Arena? The Philippines has not banned the singer, but in keeping with President Duterte’s war on drugs, Bieber must undergo a drug test prior to his arrival in Manila. “This is for his own safety and benefit.  We do not want him to have encounters with our local law enforcement if he is found to be under the influence of drugs,” a statement from the Office of the President said. The Philippines justified its drug test requirement for Bieber by citing a similar demand for Filipino boxer Manny Pacquiao prior to his fight with Floyd Mayweather. Filipinos and others attending Bieber’s concert will also have to provide a certificate or notarized pledge that they are drug-free. Ticket prices for the concert range from P3,000 (about $60) to P39,000 (about $780). Meanwhile, The Adobo Chronicles has learned that Bieber’s front act for his Philippine concert is former APO Hiking Society band member, anti-Duterte Jim Paredes.",2017-07-23T19:51:16-07:00,"Entertainment, International, Law Enforcement, Music, Travel"
Doris Bigornia Leaves ABS-CBN To Be New Editor Of TIKTIK Magazine,https://adobochronicles.com/2017/08/04/doris-bigornia-leaves-abs-cbn-to-be-new-editor-of-tiktik-magazine/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – She calls herself “Mutya ng Masa,” but Philippine President Rodrigo Duterte would rather call her “Reyna ng Intriga.” It all happened during a press conference in which ABS-CBN’s Doris Bigornia played smart by asking the president who is going to be the next mayor who will fall.  It was in obvious reference to the recent police raid in Ozamiz City, in which suspected drug lord Mayor Reynaldo Parojinog was killed. It was a question that impressed the publisher of the entertainment magazine, TIKTIK . Immediately after the press conference, Bigornia received a text message offering her the position of editor-in-chief of the new and improved entertainment tabloid. There are no indications that Bigornia will decline the offer.  Good for her!",2017-08-04T19:23:28-07:00,"Entertainment, Film and TV, Media, Politics, Social Media"
FilAms Who Attended FASO Gala In Los Angeles Want A Refund,https://adobochronicles.com/2017/06/21/filams-who-attended-faso-gala-in-los-angeles-want-a-refund/,"LOS ANGELES, California ( The Adobo Chronicles, Los Angeles Bureau) – Many Filipino Americans living in Los Angeles coughed up big bucks (translation: U.S. dollars) to be among the selected few to witness a performance of one of the most revered cultural/dance traditions of their homeland — the ‘Rigodon de Honor.” The Rigodon is a traditional dance from the Philippines that evolved from dances brought to thePacific islands by Spanish settlers in the sixteenth century. Historically, the dance is meant to represent a certain sense of elevated status among those who take part in it, and is often performed at galas, balls and other formal occasions celebrated by the rich and powerful. It was supposed to be a highlight of the fundraising gala sponsored by FASO, the Filipino American Symphony Orchestra Foundation, billed as a night of music, dance and culture. But alas, what invited guests witnessed was a Rigodon de Dishonor, highlighted by the presence of Philippine Vice President Leni Robredo who turned the prestigious cultural event into a laylayan political event. Nobody in the audience wanted to listen to her lies about the Duterte government, Martial Law in Mindanao, the Philippines’ war on drugs and her supposed fundraising for the victims of the Marawi City terrorist siege. But Robredo was oblivious to the evening’s purpose. And so, as she took to the podium (actually a music stand) to deliver her packaged speech prepared by Georgina Hernandez and her socmed staff, the guests walked out in disgust. Now, FASO has been deluged with letters, phone calls and emails demanding for refunds of the cost of tickets paid by the invitees who were so looking forward to witness the Rigodon de Honor. It must be a dishonorable next few weeks for FASO.  But it should be a lesson learned. Well learned.",2017-06-21T02:05:44-07:00,"Arts, Culture, Entertainment, Government, International, Music, Politics"
Emma Stone To Play Lead Role In New ‘Hawaii Five-O’,https://adobochronicles.com/2017/06/30/emma-stone-to-play-lead-role-in-new-hawaii-five-o/,"HONOLULU, Hawaii ( The Adobo Chronicles, Honolulu Bureau) – The hit TV series ‘Hawaii Five-O’ has just lost two of its lead Asian Actors — Daniel Dae Kim and Grace Park. Their characters, Chin Ho Kelly and Kono Kalakaua, will not appear in the upcoming eighth season. The characters’ absence will be referenced in the season premiere. Sources tell Variety that Park and Kim had been seeking pay equality with stars Alex O’Loughlin and Scott Caan, but were unable to reach satisfactory deals with CBS Television Studios. But no worries, Park’s character will be played by another Asian — or at least a quarter Asian: Emma Stone. Many will recall that Stone played a quarter Hawaiian character in the Hollywood movie, ‘Aloha.’ Sources close to The Adobo Chronicles have indicated that the TV show will have a new title beginning next season: ‘Aloha Five-O.’",2017-06-30T16:50:38-07:00,"Diversity, Entertainment, Film and TV, Race Relations"
